call_id,caller_id,agent_id,call_start_time,call_end_time,call_status
1885,760929,6761,23:20:02,18:52:48,FAILED
1886,640767,1908,08:48:42,08:03:55,DROPPED
1887,918470,2156,08:27:44,09:23:50,FAILED
1888,163231,3201,07:21:27,22:34:39,COMPLETED
1889,606895,8710,17:00:35,11:12:09,DROPPED
1890,803189,9462,01:58:48,04:13:16,FAILED
1891,676777,8724,23:21:54,21:55:12,FAILED
1892,141510,7412,10:16:27,11:51:47,COMPLETED
1893,468398,7464,15:12:24,22:22:01,COMPLETED
1894,585348,3677,23:52:02,20:33:13,COMPLETED
1895,891283,8374,19:34:46,12:41:38,DROPPED
1896,603107,9261,20:47:27,00:03:22,COMPLETED
1897,271456,4097,00:52:03,16:06:19,DROPPED
1898,336084,4832,22:33:11,22:54:00,DROPPED
1899,178956,7501,14:08:35,01:41:56,DROPPED
1900,679530,6578,07:47:47,00:24:28,DROPPED
1901,378552,6873,12:08:25,10:29:20,COMPLETED
1902,551088,2228,18:44:33,06:28:52,DROPPED
1903,493245,4848,09:37:50,12:44:41,FAILED
1904,667982,8805,06:41:11,11:50:25,FAILED
1905,346046,9148,00:48:37,03:36:45,COMPLETED
1906,882182,7527,01:40:39,20:59:14,FAILED
1907,321987,4017,14:43:57,04:35:27,COMPLETED
1908,535187,8267,10:05:41,18:20:32,COMPLETED
1909,562522,8447,23:31:28,15:54:42,COMPLETED
1910,409574,4333,02:05:22,01:19:50,DROPPED
1911,156871,1170,04:05:50,05:04:21,FAILED
1912,395134,3855,14:24:56,14:24:02,DROPPED
1913,945586,3295,21:26:40,06:52:20,FAILED
1914,284888,3971,15:38:47,22:20:12,COMPLETED
1915,263174,3297,17:19:43,07:56:12,FAILED
1916,945691,8218,01:58:04,00:21:25,FAILED
1917,413265,8331,08:02:11,09:02:22,DROPPED
1918,997706,5998,00:14:58,14:27:34,DROPPED
1919,360927,2810,14:47:44,21:57:55,FAILED
1920,173515,8385,03:36:12,12:21:08,COMPLETED
1921,810481,5285,14:30:38,10:29:21,DROPPED
1922,705075,1919,14:08:20,12:01:14,DROPPED
1923,567659,3347,16:06:57,14:22:14,COMPLETED
1924,298644,5172,08:00:13,01:20:30,FAILED
1925,980381,4663,09:19:32,03:22:36,COMPLETED
1926,457479,2123,12:24:10,18:49:06,COMPLETED
1927,311347,2791,18:00:15,22:08:24,DROPPED
1928,578439,9924,21:38:06,04:11:17,DROPPED
1929,497264,4139,12:24:27,08:47:51,DROPPED
1930,226324,2786,15:03:38,16:07:59,DROPPED
1931,451460,3121,02:22:40,06:37:40,COMPLETED
1932,471006,7210,09:34:37,21:11:21,DROPPED
1933,701449,3701,09:36:03,14:41:41,FAILED
1934,648713,6947,15:54:22,14:03:29,FAILED
1935,933139,7392,21:17:03,09:02:10,DROPPED
1936,445182,6956,03:23:20,05:37:53,FAILED
1937,934036,8694,11:36:29,23:18:03,COMPLETED
1938,288390,5371,16:47:10,03:09:56,DROPPED
1939,266777,2492,03:08:33,06:45:58,DROPPED
1940,228647,8968,09:49:45,18:30:08,FAILED
1941,643649,2847,14:44:23,11:16:17,DROPPED
1942,759998,9153,21:03:24,05:53:32,COMPLETED
1943,508092,7512,09:03:18,17:34:40,COMPLETED
1944,598681,3887,22:42:52,00:09:50,DROPPED
1945,183394,1811,17:48:57,11:58:05,COMPLETED
1946,693433,4689,14:11:18,13:57:15,COMPLETED
1947,509214,8334,15:01:17,13:38:46,DROPPED
1948,291655,9121,23:58:23,12:50:02,COMPLETED
1949,464352,1469,00:05:48,02:35:26,DROPPED
1950,904495,9686,20:53:03,19:48:09,DROPPED
1951,551860,9522,15:45:15,10:54:03,DROPPED
1952,711985,3288,09:56:48,23:03:31,DROPPED
1953,438384,4836,05:18:13,07:32:52,COMPLETED
1954,880982,6231,08:05:28,08:07:47,COMPLETED
1955,514870,5753,11:52:55,00:28:17,COMPLETED
1956,648684,8247,12:45:50,13:24:30,FAILED
1957,419267,3766,00:20:13,15:57:36,FAILED
1958,601275,7298,08:54:21,05:29:14,DROPPED
1959,724251,3812,17:44:18,19:31:17,DROPPED
1960,766346,7685,06:31:40,19:23:10,COMPLETED
1961,217223,2761,02:13:32,20:23:23,FAILED
1962,198695,1925,02:57:25,20:57:24,FAILED
1963,807978,6128,01:19:56,15:02:56,FAILED
1964,537432,6687,00:15:46,01:02:25,COMPLETED
1965,770677,5798,09:57:13,22:06:10,FAILED
1966,300416,2151,08:31:11,13:27:03,DROPPED
1967,667793,5280,23:28:08,16:19:39,DROPPED
1968,555025,1812,16:08:29,03:58:22,FAILED
1969,772086,7428,19:05:52,02:01:09,DROPPED
1970,206586,2317,08:25:47,01:36:32,FAILED
1971,726623,7706,22:03:22,00:56:50,COMPLETED
1972,983631,8320,05:23:55,12:12:42,FAILED
1973,177881,2224,13:39:08,15:32:32,COMPLETED
1974,888339,2449,07:09:55,04:59:27,FAILED
1975,488369,2150,06:05:09,04:49:26,DROPPED
1976,327241,8322,06:03:53,01:31:35,FAILED
1977,103375,7337,18:20:57,20:34:02,FAILED
1978,546160,4686,19:02:31,23:32:53,DROPPED
1979,888190,9861,14:47:55,10:50:06,DROPPED
1980,988979,8287,02:26:26,06:37:01,DROPPED
1981,711747,6765,03:47:06,19:23:32,COMPLETED
1982,721541,2496,01:48:17,16:24:50,DROPPED
1983,271614,6399,05:23:22,06:01:25,DROPPED
1984,375862,4682,01:59:08,20:52:39,FAILED
1985,360751,7028,22:41:06,00:31:35,COMPLETED
1986,626510,8840,04:53:02,07:19:11,FAILED
1987,719454,9440,13:39:27,01:49:51,COMPLETED
1988,191662,3365,17:54:00,14:26:42,COMPLETED
1989,898980,6092,17:22:09,19:03:10,DROPPED
1990,241207,7635,02:22:49,02:12:09,DROPPED
1991,340815,6461,14:19:02,08:40:45,FAILED
1992,559731,8978,11:52:26,08:07:28,COMPLETED
1993,979199,6102,22:02:05,12:37:45,FAILED
1994,628869,5748,12:43:16,09:10:15,DROPPED
1995,826279,7163,17:45:09,02:44:42,FAILED
1996,112947,8790,03:40:50,12:25:30,DROPPED
1997,396567,4135,08:50:26,19:13:18,FAILED
1998,724121,2346,10:02:14,03:44:04,FAILED
1999,861300,4956,13:52:38,17:20:59,FAILED
2000,149850,2917,13:24:34,17:15:23,DROPPED
2001,168522,2908,23:10:08,14:11:15,FAILED
2002,251989,7359,11:50:21,22:30:30,COMPLETED
2003,731082,4259,09:47:40,14:49:11,COMPLETED
2004,572157,2613,20:19:53,12:33:09,DROPPED
2005,996015,2811,20:03:41,22:05:30,DROPPED
2006,477148,2803,14:35:28,01:07:44,COMPLETED
2007,168408,5814,08:25:20,08:02:44,DROPPED
2008,671934,4615,14:18:00,05:05:50,FAILED
2009,439553,6274,13:42:26,06:00:43,FAILED
2010,974484,4356,06:27:47,08:43:30,FAILED
2011,251520,6837,23:20:41,00:35:25,FAILED
2012,289030,3841,20:57:10,03:49:14,FAILED
2013,573810,4382,21:54:59,12:10:23,DROPPED
2014,620918,6951,19:03:57,23:14:10,COMPLETED
2015,524631,8802,15:48:44,18:15:32,DROPPED
2016,262445,4224,23:17:06,03:11:16,FAILED
2017,601881,9689,00:40:54,06:05:32,COMPLETED
2018,148463,1312,23:04:21,21:58:03,COMPLETED
2019,310039,9012,11:58:28,14:28:11,DROPPED
2020,572197,2201,05:26:34,13:16:23,COMPLETED
2021,317775,4829,11:39:44,06:49:29,DROPPED
2022,664648,4962,22:36:03,19:49:55,COMPLETED
2023,765790,3391,08:44:25,19:12:59,COMPLETED
2024,903541,3174,11:30:11,12:18:42,COMPLETED
2025,460646,4925,13:30:53,12:07:15,FAILED
2026,981139,6903,05:11:29,04:48:46,FAILED
2027,434887,3830,00:00:31,18:24:06,FAILED
2028,576832,3883,15:53:46,16:54:43,DROPPED
2029,328675,4839,09:29:07,02:08:56,FAILED
2030,628542,2109,10:51:34,17:21:42,COMPLETED
2031,148249,7773,01:01:53,23:04:24,COMPLETED
2032,713995,5515,16:55:53,06:12:25,COMPLETED
2033,853142,7975,19:29:03,13:08:56,COMPLETED
2034,200327,1548,18:54:48,17:41:49,DROPPED
2035,734255,9169,03:55:04,02:06:17,FAILED
2036,412504,4073,05:54:08,21:22:01,COMPLETED
2037,562908,5925,12:09:39,14:11:15,DROPPED
2038,664003,1412,08:43:31,04:58:19,DROPPED
2039,133680,9037,19:31:01,04:04:53,DROPPED
2040,138741,9584,10:00:01,10:54:32,FAILED
2041,614497,6606,15:35:34,04:42:47,COMPLETED
2042,817411,5343,06:12:11,15:41:20,COMPLETED
2043,872565,5344,19:53:59,05:20:10,COMPLETED
2044,782796,3673,15:22:07,07:42:25,FAILED
2045,375339,4249,02:02:06,08:51:02,DROPPED
2046,263966,8833,19:12:33,23:03:35,COMPLETED
2047,272615,7862,08:02:48,01:26:07,FAILED
2048,566274,6579,12:22:02,15:18:28,FAILED
2049,258394,9933,12:05:19,16:12:59,COMPLETED
2050,872016,8902,18:29:00,11:18:27,DROPPED
2051,798759,7302,01:06:56,21:37:25,COMPLETED
2052,826420,5338,19:29:12,08:15:39,FAILED
2053,780132,9855,03:23:54,18:55:21,DROPPED
2054,271629,9428,09:09:30,14:02:55,COMPLETED
2055,952449,1667,16:50:22,15:16:19,DROPPED
2056,543431,5880,23:15:02,09:51:51,DROPPED
2057,476403,8929,00:01:54,00:43:27,COMPLETED
2058,130974,6671,22:15:33,06:27:45,COMPLETED
2059,615664,8812,08:38:14,06:05:08,DROPPED
2060,260297,2712,20:18:16,02:42:38,FAILED
2061,977956,4736,23:38:56,07:10:38,DROPPED
2062,430301,2796,17:34:31,23:05:06,FAILED
2063,342323,6606,08:57:28,08:45:21,COMPLETED
2064,174605,8154,07:27:30,13:57:51,COMPLETED
2065,961593,4764,16:07:05,17:30:49,COMPLETED
2066,300171,4331,14:36:06,12:31:04,COMPLETED
2067,768280,2567,19:34:12,18:32:37,DROPPED
2068,730480,4352,22:00:50,20:09:46,FAILED
2069,308476,5432,23:12:43,00:47:48,DROPPED
2070,165143,5018,20:45:30,20:31:08,DROPPED
2071,305193,3268,07:00:53,01:52:26,DROPPED
2072,896117,2538,14:01:26,19:37:53,FAILED
2073,604114,2207,20:26:13,02:44:51,COMPLETED
2074,996434,9960,19:38:37,06:08:53,COMPLETED
2075,616302,9151,23:21:05,06:59:15,FAILED
2076,346633,7755,11:45:22,20:56:36,FAILED
2077,244542,2617,19:34:35,02:38:49,DROPPED
2078,115747,9391,10:08:19,22:21:29,FAILED
2079,885401,7285,18:34:36,09:48:42,DROPPED
2080,592465,7408,23:31:44,16:48:45,COMPLETED
2081,595156,3499,22:42:35,04:49:28,COMPLETED
2082,974010,3665,11:31:51,20:50:35,FAILED
2083,689192,3986,19:56:28,23:16:58,DROPPED
2084,186265,4186,19:57:03,08:10:00,DROPPED
2085,760637,4992,12:13:37,14:38:38,COMPLETED
2086,478334,8084,08:08:31,16:05:12,FAILED
2087,243433,2058,15:25:15,02:05:39,FAILED
2088,834886,3769,03:01:15,00:41:26,FAILED
2089,775453,9226,16:38:01,16:47:46,DROPPED
2090,674286,4259,07:15:32,16:59:11,DROPPED
2091,406677,3437,10:27:23,06:37:58,COMPLETED
2092,963928,9724,12:35:27,09:21:48,COMPLETED
2093,855935,4084,13:03:13,20:09:09,DROPPED
2094,173276,4537,03:08:38,23:29:54,FAILED
2095,425180,1864,05:27:29,14:42:01,DROPPED
2096,672962,8819,10:24:27,11:28:53,FAILED
2097,975487,1314,22:41:55,03:50:41,DROPPED
2098,337516,1315,15:27:52,01:12:13,DROPPED
2099,716219,3741,01:43:31,11:18:08,COMPLETED
2100,426443,6240,03:51:48,15:34:40,COMPLETED
2101,640307,5264,10:05:52,07:56:56,DROPPED
2102,470858,4927,03:59:32,14:01:49,DROPPED
2103,251591,2987,03:29:28,04:03:48,COMPLETED
2104,147365,9010,20:54:03,20:51:58,FAILED
2105,568511,6846,17:48:09,23:16:17,COMPLETED
2106,264837,6416,22:32:39,16:52:14,DROPPED
2107,961157,4207,00:01:39,11:57:55,FAILED
2108,935997,6781,11:55:56,00:35:29,DROPPED
2109,727225,3440,11:22:01,01:53:16,FAILED
2110,925814,1004,08:17:32,15:19:47,DROPPED
2111,855678,1549,07:43:10,22:32:52,DROPPED
2112,752671,7699,09:46:31,01:04:23,DROPPED
2113,160525,3701,11:33:16,07:07:10,FAILED
2114,721766,9110,18:03:31,15:53:40,FAILED
2115,413060,5435,11:24:20,02:05:53,COMPLETED
2116,604506,5635,15:23:00,21:30:36,FAILED
2117,320633,7352,17:25:11,03:15:28,COMPLETED
2118,766919,5875,04:37:15,11:57:42,FAILED
2119,669222,5525,06:15:38,18:13:41,FAILED
2120,234078,8359,14:26:58,19:34:40,COMPLETED
2121,759065,4831,02:45:08,09:38:32,COMPLETED
2122,467223,7019,21:54:54,17:44:32,COMPLETED
2123,875329,2237,14:15:48,11:32:01,FAILED
2124,234015,5986,11:12:32,23:42:41,COMPLETED
2125,989589,6819,01:07:19,03:41:50,DROPPED
2126,796415,6944,15:43:38,03:04:14,FAILED
2127,428300,1046,21:19:39,04:38:24,COMPLETED
2128,936253,3620,18:21:02,18:51:26,COMPLETED
2129,817393,3851,16:36:17,20:40:42,FAILED
2130,628470,3519,14:18:54,18:26:30,COMPLETED
2131,756299,1110,21:16:23,00:32:47,FAILED
2132,307266,1320,15:59:01,14:40:28,COMPLETED
2133,965672,8892,05:33:50,10:09:16,COMPLETED
2134,285422,8200,21:15:54,07:50:41,DROPPED
2135,946973,3125,14:58:44,06:06:36,DROPPED
2136,955716,5021,08:42:52,23:57:26,COMPLETED
2137,290393,5455,05:52:54,22:57:44,FAILED
2138,356489,3009,08:05:30,10:14:07,FAILED
2139,652212,5969,13:33:09,01:04:07,DROPPED
2140,377227,6036,09:18:18,05:40:07,DROPPED
2141,833797,6171,07:12:16,04:15:10,DROPPED
2142,294209,4277,08:04:30,12:28:10,DROPPED
2143,222127,4398,14:10:50,07:41:32,FAILED
2144,730290,2411,00:58:39,03:26:15,DROPPED
2145,832219,3105,08:27:59,13:19:57,DROPPED
2146,677877,1945,11:07:51,05:13:20,DROPPED
2147,381495,2139,09:48:59,21:32:52,DROPPED
2148,263516,7338,22:14:54,01:06:41,COMPLETED
2149,516222,4370,23:50:49,13:29:15,FAILED
2150,120557,8850,06:56:32,04:57:28,DROPPED
2151,597728,5184,05:12:33,13:43:30,FAILED
2152,679586,9815,05:52:19,17:50:19,DROPPED
2153,335450,4011,12:00:43,04:31:37,COMPLETED
2154,599170,1987,01:39:43,03:05:28,FAILED
2155,846344,1443,16:00:23,04:33:30,COMPLETED
2156,979472,5742,13:59:05,10:32:50,DROPPED
2157,236595,5912,05:34:40,01:26:24,FAILED
2158,952093,9191,20:01:31,18:09:23,FAILED
2159,716005,6070,16:41:27,18:16:08,FAILED
2160,296314,8056,18:19:33,11:59:06,DROPPED
2161,549191,8334,00:18:28,10:23:43,COMPLETED
2162,901046,9473,10:14:25,22:36:10,DROPPED
2163,893920,5574,16:23:10,22:30:16,DROPPED
2164,260144,2575,22:27:14,17:17:13,DROPPED
2165,588694,9983,12:47:39,17:26:15,DROPPED
2166,622464,3441,09:56:06,23:45:24,FAILED
2167,206864,2969,20:30:11,13:58:21,FAILED
2168,487627,3930,03:22:53,15:09:36,FAILED
2169,830391,1828,15:30:29,13:00:41,DROPPED
2170,589556,1032,09:07:36,03:37:26,COMPLETED
2171,854429,9808,18:49:40,16:04:35,FAILED
2172,739340,7849,02:55:47,08:01:45,FAILED
2173,353860,8184,09:37:36,04:50:20,FAILED
2174,540352,7868,04:40:11,17:40:44,FAILED
2175,397581,2172,04:25:18,21:11:42,COMPLETED
2176,833125,2197,14:16:50,07:36:29,FAILED
2177,447838,2710,17:01:54,23:36:14,COMPLETED
2178,662504,2187,08:37:54,02:25:24,COMPLETED
2179,488470,3058,16:30:07,03:45:16,COMPLETED
2180,683524,5071,23:30:46,00:11:55,COMPLETED
2181,835477,8729,04:18:44,02:07:54,COMPLETED
2182,534358,9647,05:55:54,17:58:15,DROPPED
2183,284686,9711,18:34:58,12:26:31,COMPLETED
2184,671630,3803,00:51:21,11:41:56,FAILED
2185,418067,2251,13:43:50,12:38:53,COMPLETED
2186,666795,1604,04:50:37,19:33:15,FAILED
2187,979251,9634,03:50:04,22:48:22,DROPPED
2188,250255,5117,01:14:22,05:35:20,DROPPED
2189,745160,9257,09:53:14,19:11:43,DROPPED
2190,379956,2093,00:03:09,08:08:57,COMPLETED
2191,861910,6128,18:10:49,13:35:37,COMPLETED
2192,376317,5116,08:10:46,19:58:35,DROPPED
2193,107891,2527,14:55:04,01:40:14,FAILED
2194,322967,1050,13:00:17,19:55:04,FAILED
2195,929192,7582,07:18:43,10:58:24,DROPPED
2196,633509,8531,07:35:10,15:56:31,DROPPED
2197,584750,7176,04:34:54,00:36:18,DROPPED
2198,634794,8437,01:03:57,10:37:46,COMPLETED
2199,706968,7799,05:03:30,16:00:11,FAILED
2200,974556,3646,22:10:27,06:21:30,COMPLETED
2201,762505,3021,10:44:10,05:26:42,FAILED
2202,385257,6737,20:35:35,23:28:56,COMPLETED
2203,406026,8051,21:34:22,16:29:54,COMPLETED
2204,495496,2970,07:22:15,17:56:50,DROPPED
2205,148224,8873,08:04:48,17:45:02,COMPLETED
2206,367252,6297,05:52:28,21:26:27,DROPPED
2207,468788,9251,16:59:25,07:35:22,FAILED
2208,524551,1570,00:12:30,04:22:16,COMPLETED
2209,766818,2771,22:40:40,16:50:45,COMPLETED
2210,726884,4769,15:11:02,20:12:46,COMPLETED
2211,535117,2294,11:06:52,07:27:45,COMPLETED
2212,435979,7437,13:01:13,15:51:57,DROPPED
2213,210820,4678,06:56:33,23:22:50,FAILED
2214,761489,9520,21:15:45,13:43:06,DROPPED
2215,369076,4268,02:42:47,18:21:48,COMPLETED
2216,422232,7273,15:02:25,01:05:15,FAILED
2217,753950,1023,14:48:00,15:48:46,DROPPED
2218,817966,5138,20:53:29,14:52:43,DROPPED
2219,196333,6852,09:01:05,03:28:55,FAILED
2220,114127,3588,12:42:59,18:32:27,FAILED
2221,989964,4836,20:33:41,22:41:08,COMPLETED
2222,712230,9875,19:51:20,22:10:17,DROPPED
2223,970740,4701,03:49:09,20:27:21,FAILED
2224,197420,3201,00:42:43,04:36:48,FAILED
2225,317298,8296,15:42:09,13:55:04,COMPLETED
2226,925180,8660,05:53:04,09:46:33,FAILED
2227,669459,7244,11:38:03,10:51:01,FAILED
2228,298404,9298,01:41:01,10:30:10,FAILED
2229,361673,7582,09:04:13,10:10:27,FAILED
2230,908654,5576,12:42:14,01:15:44,DROPPED
2231,205547,8493,00:51:53,20:16:33,DROPPED
2232,987448,6865,04:52:35,10:15:41,DROPPED
2233,287552,2237,23:37:23,07:56:56,FAILED
2234,999132,2510,11:30:20,19:12:22,FAILED
2235,312337,4674,11:27:48,03:09:30,DROPPED
2236,914484,7246,04:55:05,22:00:41,COMPLETED
2237,243665,6820,19:51:24,11:16:47,COMPLETED
2238,194357,2947,21:20:26,07:28:10,FAILED
2239,757289,6564,03:20:57,17:17:24,DROPPED
2240,556613,1710,11:50:00,23:32:56,FAILED
2241,672002,5937,06:09:01,21:52:12,DROPPED
2242,822082,2526,12:23:45,17:09:38,DROPPED
2243,241825,5178,06:12:32,11:01:28,COMPLETED
2244,328264,7966,17:31:57,09:03:01,FAILED
2245,242883,4589,16:13:41,23:16:44,COMPLETED
2246,471296,8573,15:50:47,16:00:32,FAILED
2247,398040,9500,06:33:07,07:56:10,FAILED
2248,793022,2157,13:35:30,20:09:54,DROPPED
2249,563256,4312,19:48:40,13:13:31,DROPPED
2250,866676,9681,08:36:06,17:13:00,FAILED
2251,636087,3762,19:39:55,06:11:38,FAILED
2252,372660,3157,04:24:47,20:09:47,DROPPED
2253,897902,9589,21:48:28,11:36:57,FAILED
2254,391390,1268,15:10:59,09:55:11,COMPLETED
2255,971553,2360,16:38:23,06:37:54,DROPPED
2256,734977,5620,01:59:32,23:22:11,DROPPED
2257,269620,4113,23:55:05,06:55:14,DROPPED
2258,272612,4915,18:10:22,03:17:00,DROPPED
2259,239957,2741,07:32:17,21:38:34,FAILED
2260,817766,5261,11:12:18,02:28:23,COMPLETED
2261,587251,4289,14:45:06,11:15:34,COMPLETED
2262,723417,2425,05:54:05,13:49:28,DROPPED
2263,376393,8335,11:18:23,12:20:50,COMPLETED
2264,262873,4739,04:40:18,22:09:26,COMPLETED
2265,781306,7249,03:18:28,19:21:22,FAILED
2266,344228,3075,21:55:29,12:36:26,FAILED
2267,566791,4454,23:18:47,11:01:24,DROPPED
2268,656057,5979,07:59:57,04:10:43,COMPLETED
2269,196278,3050,23:40:51,10:21:01,DROPPED
2270,497520,6196,21:54:55,19:14:25,DROPPED
2271,968554,4216,20:20:29,10:39:38,FAILED
2272,985374,7958,21:01:02,15:32:44,DROPPED
2273,624827,9512,20:38:26,10:30:19,FAILED
2274,581957,2455,02:01:05,18:38:40,DROPPED
2275,677206,2154,02:04:23,12:02:07,DROPPED
2276,224423,9733,22:44:56,21:12:56,FAILED
2277,980438,6664,06:17:33,07:57:17,DROPPED
2278,720719,8166,19:14:23,08:34:20,FAILED
2279,296151,9815,05:37:19,11:26:54,FAILED
2280,431089,8242,17:02:09,23:55:24,COMPLETED
2281,465038,1740,13:28:05,02:21:31,COMPLETED
2282,423539,3090,12:40:55,09:17:36,DROPPED
2283,879214,3448,09:03:03,10:44:42,FAILED
2284,160247,8052,02:09:08,18:33:04,COMPLETED
2285,107270,3823,10:09:07,01:47:44,DROPPED
2286,969102,2385,03:53:09,18:09:01,DROPPED
2287,864703,7566,08:42:53,21:46:36,DROPPED
2288,830667,1621,03:46:52,15:36:13,DROPPED
2289,847990,6802,21:43:31,23:01:18,FAILED
2290,503568,5335,07:59:08,17:41:36,COMPLETED
2291,400983,4663,07:44:51,03:27:35,DROPPED
2292,994122,8285,22:55:01,09:47:54,FAILED
2293,410838,4951,02:23:31,21:03:22,COMPLETED
2294,745260,2066,01:38:58,22:23:28,FAILED
2295,179226,5449,22:41:25,15:06:15,FAILED
2296,909782,4798,16:57:45,21:31:56,DROPPED
2297,684689,7412,02:54:09,21:31:38,COMPLETED
2298,481364,7313,02:56:34,12:12:08,COMPLETED
2299,180491,4087,01:22:07,09:17:54,COMPLETED
2300,214157,4573,09:14:13,14:47:52,DROPPED
2301,316884,5708,22:45:07,20:25:17,DROPPED
2302,832913,7836,23:27:49,12:17:31,COMPLETED
2303,914555,5453,03:34:26,16:41:43,COMPLETED
2304,544490,8111,05:29:10,22:36:32,DROPPED
2305,614887,8840,20:06:11,20:37:40,FAILED
2306,912617,6236,08:18:47,21:12:39,DROPPED
2307,721212,9568,06:40:45,02:52:19,FAILED
2308,387672,3407,21:27:31,18:48:03,FAILED
2309,399520,4268,00:42:45,14:17:53,COMPLETED
2310,356365,9786,14:28:58,01:41:44,FAILED
2311,934712,7560,03:47:12,13:44:28,FAILED
2312,740908,6675,09:10:19,00:49:31,COMPLETED
2313,889883,4499,05:44:59,09:02:23,DROPPED
2314,783238,8973,07:38:23,11:15:53,FAILED
2315,721395,7541,10:14:34,18:53:21,COMPLETED
2316,484793,5536,00:06:05,03:06:34,FAILED
2317,227468,2468,10:54:39,06:42:16,FAILED
2318,539736,4266,10:32:43,03:10:09,COMPLETED
2319,458792,2803,07:20:01,03:39:54,FAILED
2320,982163,3792,07:20:36,18:48:11,DROPPED
2321,261779,9566,21:15:10,07:16:12,COMPLETED
2322,506800,5351,05:48:03,14:33:01,FAILED
2323,314171,2720,21:19:15,09:40:42,COMPLETED
2324,566102,4359,17:00:52,23:24:14,COMPLETED
2325,586225,2746,08:40:29,12:11:50,FAILED
2326,806592,5046,05:46:55,17:34:47,COMPLETED
2327,731319,5406,23:28:15,01:32:49,DROPPED
2328,338036,9412,00:17:15,04:22:41,FAILED
2329,794355,2523,07:46:12,03:30:23,DROPPED
2330,357573,8619,00:55:29,07:20:11,DROPPED
2331,503877,7927,09:18:23,15:00:37,DROPPED
2332,402034,5483,11:03:35,01:41:59,FAILED
2333,489357,9218,00:18:51,19:59:16,DROPPED
2334,125008,2056,14:43:53,14:16:00,COMPLETED
2335,880302,4456,00:56:49,03:18:54,FAILED
2336,845762,4726,15:59:47,09:56:54,COMPLETED
2337,964708,1735,20:13:44,18:02:38,COMPLETED
2338,982388,7648,04:09:09,09:01:20,DROPPED
2339,358363,3049,20:48:43,10:06:49,DROPPED
2340,764406,1886,11:42:02,13:59:07,FAILED
2341,423911,6357,05:04:43,23:54:29,FAILED
2342,782817,2351,23:15:26,00:20:05,DROPPED
2343,416630,6425,02:18:57,20:34:37,FAILED
2344,901860,3649,09:33:48,17:07:27,COMPLETED
2345,916964,1341,23:33:01,17:29:10,FAILED
2346,246396,5237,12:33:43,02:51:58,COMPLETED
2347,612009,8403,07:08:26,14:28:17,FAILED
2348,757390,9001,05:40:22,04:32:54,DROPPED
2349,277544,6327,04:49:29,14:43:28,DROPPED
2350,120045,1393,06:43:51,21:14:22,COMPLETED
2351,933213,9343,13:40:13,11:43:40,COMPLETED
2352,759297,5904,19:10:01,13:07:44,DROPPED
2353,714839,3716,02:05:47,13:25:51,FAILED
2354,562369,2909,10:53:15,20:18:31,DROPPED
2355,551767,8978,23:33:25,02:55:12,FAILED
2356,412521,6683,15:45:10,14:08:24,COMPLETED
2357,776472,9602,01:00:01,02:50:54,FAILED
2358,826282,1101,01:11:43,18:39:09,FAILED
2359,689590,5998,17:05:46,23:53:53,COMPLETED
2360,107885,8975,23:11:33,14:37:08,FAILED
2361,926467,8666,15:54:57,21:00:42,FAILED
2362,561283,3269,12:09:23,17:41:12,FAILED
2363,247050,6427,21:13:26,22:41:25,DROPPED
2364,891851,5320,00:53:15,00:54:54,FAILED
2365,678416,7303,04:32:51,22:53:36,COMPLETED
2366,798457,9204,05:04:30,09:46:16,FAILED
2367,895858,5392,16:15:58,05:56:23,FAILED
2368,756284,8322,04:18:04,12:05:07,COMPLETED
2369,313877,4434,22:16:41,16:48:42,FAILED
2370,871697,9899,01:04:27,20:44:02,COMPLETED
2371,300272,9265,11:47:46,04:34:52,DROPPED
2372,411721,4956,08:50:49,09:14:34,COMPLETED
2373,497470,6403,23:27:42,01:21:29,COMPLETED
2374,812033,1857,08:57:56,02:59:23,FAILED
2375,281346,4189,12:15:15,14:30:15,COMPLETED
2376,259324,9043,19:03:04,14:12:36,COMPLETED
2377,963908,1784,15:56:08,20:39:53,DROPPED
2378,485010,3990,23:49:31,00:45:44,COMPLETED
2379,195016,2959,17:52:15,02:00:39,DROPPED
2380,192015,7587,02:40:22,14:00:16,DROPPED
2381,100087,3571,01:10:42,04:29:59,DROPPED
2382,660531,9669,23:27:06,02:29:00,COMPLETED
2383,385821,9010,05:05:32,10:23:54,DROPPED
2384,642172,5794,04:16:37,18:56:25,COMPLETED
2385,965898,5764,06:16:25,10:06:43,FAILED
2386,810576,4633,18:32:18,07:37:58,COMPLETED
2387,393664,4499,23:41:02,08:28:09,COMPLETED
2388,259592,9612,14:29:50,03:21:27,COMPLETED
2389,134102,8761,06:43:28,12:33:49,FAILED
2390,703157,1763,18:47:20,00:17:26,FAILED
2391,535096,1336,05:39:03,14:58:28,DROPPED
2392,976852,4234,05:14:51,17:52:40,COMPLETED
2393,679888,1719,20:18:35,18:03:03,FAILED
2394,783033,2145,08:15:08,12:19:44,FAILED
2395,326452,4975,05:47:00,16:11:54,COMPLETED
2396,635253,7052,09:34:36,03:12:16,FAILED
2397,138536,6447,12:10:22,12:59:36,FAILED
2398,721279,5673,10:12:52,01:40:33,DROPPED
2399,979027,6472,23:01:27,09:09:06,COMPLETED
2400,705151,8807,09:43:38,18:50:46,DROPPED
2401,474543,9728,06:42:57,03:28:31,FAILED
